;alg;mae;ndcg10;period;rmse
0;SVD c аддаптивным окном;0.9213574773176149;0.003206783068084655;2020-01 - 2020-03;1.13802684826124
1;SVD c аддаптивным окном;1.0707635232290342;0.0006081071444677148;2020-03 - 2020-08;1.274990045573522
2;SVD c аддаптивным окном;1.020706917837125;0.008123959525320261;2020-08 - 2020-10;1.2232772660840687
